date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:39:37	141241/141241	U--MCZ	200	updated ('OK')	text/html	etag:%22227b9-JEM+i2WYIXXRxXg3753FKvvfPEU-df%22	https://www.greenshield.ca/en-ca/products-and-services/for-my-organization/a-darn-good-experience/online-administration	./www.greenshield.ca/en-ca/products-and-services/for-my-organization/a-darn-good-experience/online-administration.html	(from )
18:39:38	149052/149052	U--MCZ	200	updated ('OK')	text/html	etag:%222463c-ZOLxuXBh/7EGUIKkVxa89ZT/mGQ-df%22	https://www.greenshield.ca/en-ca/products-and-services/for-my-organization/gsc360/life-and-disability-benefits	./www.greenshield.ca/en-ca/products-and-services/for-my-organization/gsc360/life-and-disability-benefits.html	(from )
18:39:39	159600/159600	U--MCZ	200	updated ('OK')	text/html	etag:%2226f70-F5QFgsVcMQV7EpYkaWqQZMJDI+E%22	https://www.greenshield.ca/en-ca/products-and-services/for-my-organization/health-and-wellbeing	./www.greenshield.ca/en-ca/products-and-services/for-my-organization/health-and-wellbeing.html	(from )
18:39:40	158317/158317	U--MCZ	200	updated ('OK')	text/html	etag:%2226a6d-tAtv5GR/pgrtgLwoJoqTtLUO7tA%22	https://www.greenshield.ca/en-ca/products-and-services/for-my-organization/industry-leading-products	./www.greenshield.ca/en-ca/products-and-services/for-my-organization/industry-leading-products.html	(from )
18:39:41	145578/145578	U--MCZ	200	updated ('OK')	text/html	etag:%22238aa-vXwGGtzDozIe1bxBR/sf3dbXQXs%22	https://www.greenshield.ca/en-ca/products-and-services/for-my-organization/industry-leading-products/claim-watch	./www.greenshield.ca/en-ca/products-and-services/for-my-organization/industry-leading-products/claim-watch.html	(from )
18:39:42	147455/147455	U--MCZ	200	updated ('OK')	text/html	etag:%2223fff-UdY33Ifpeh2knCS29U7QuDjL/rg%22	https://www.greenshield.ca/en-ca/products-and-services/for-my-organization/industry-leading-products/smartspend	./www.greenshield.ca/en-ca/products-and-services/for-my-organization/industry-leading-products/smartspend.html	(from )
18:39:42	117657/117657	U--MCZ	200	updated ('OK')	text/html	etag:%221cb99-UcEmSbZlSkzIk5/H8myld3AyMMM%22	https://www.greenshield.ca/en-ca/providerConnect	./www.greenshield.ca/en-ca/providerConnect.html	(from )
18:39:43	185277/185277	U--MCZ	200	updated ('OK')	text/html	etag:%222d3bd-lW/EgXP2/9YWZDQslUATPkp4XWE%22	https://www.greenshield.ca/en-ca/products-and-services/for-my-organization/public-sector-solutions	./www.greenshield.ca/en-ca/products-and-services/for-my-organization/public-sector-solutions.html	(from )
18:39:44	162016/162016	U--MCZ	200	updated ('OK')	text/html	etag:%22278e0-Et3BrZZOkjj6t4eyJoBKQWAGP9M%22	https://www.greenshield.ca/en-ca/resources/for-me-and-my-family/getting-started	./www.greenshield.ca/en-ca/resources/for-me-and-my-family/getting-started.html	(from )
18:39:45	144676/144676	U--MCZ	200	updated ('OK')	text/html	etag:%2223524-lxQjTqMTGAIQRxRogcGIRKh877c%22	https://www.greenshield.ca/en-ca/resources/for-me-and-my-family/getting-started/fraud-prevention	./www.greenshield.ca/en-ca/resources/for-me-and-my-family/getting-started/fraud-prevention.html	(from )
18:39:47	153528/153528	U--MCZ	200	updated ('OK')	text/html	etag:%22257b8-3lnCEYlbbzciqG0YQAHLA4Ow+qI-df%22	https://www.greenshield.ca/en-ca/resources/for-me-and-my-family/getting-started/how-to-submit-a-claim	./www.greenshield.ca/en-ca/resources/for-me-and-my-family/getting-started/how-to-submit-a-claim.html	(from )
18:39:47	152692/152692	U--MCZ	200	updated ('OK')	text/html	etag:%2225474-ZjOG9ELIq/eoDHgcAJMGNoV9D9A-df%22	https://www.greenshield.ca/en-ca/resources/for-me-and-my-family/getting-started/discounts	./www.greenshield.ca/en-ca/resources/for-me-and-my-family/getting-started/discounts.html	(from )
18:39:49	164414/164414	U--MCZ	200	updated ('OK')	text/html	etag:%222823e-6DDywjST7Qen/C6qhz9FxRa13QA-df%22	https://www.greenshield.ca/en-ca/the-digital-clinic	./www.greenshield.ca/en-ca/the-digital-clinic.html	(from )
18:39:49	159725/159725	U--MCZ	200	updated ('OK')	text/html	etag:%2226fed-ufTZ0EV4Y5vJeoo2WYu8MQz/f+E%22	https://www.greenshield.ca/en-ca/the-digital-clinic/mental-health	./www.greenshield.ca/en-ca/the-digital-clinic/mental-health.html	(from )
18:39:49	152969/152969	U--MCZ	200	updated ('OK')	text/html	etag:%2225589-RwKa/Uy0/92iKfGpGVFSo73a7Ho%22	https://www.greenshield.ca/en-ca/the-digital-clinic/pharmacy-services	./www.greenshield.ca/en-ca/the-digital-clinic/pharmacy-services.html	(from )
18:39:50	140328/140328	U--MCZ	200	updated ('OK')	text/html	etag:%2222428-Q0VDyMt/ag0Y1yae6QdVNxdcYrA%22	https://www.greenshield.ca/en-ca/the-digital-clinic/pharmacy-services/genxys	./www.greenshield.ca/en-ca/the-digital-clinic/pharmacy-services/genxys.html	(from )
18:39:51	144399/144399	U--MCZ	200	updated ('OK')	text/html	etag:%222340f-SXfdV0+26bxzBBbkgPtQfJAesOg-df%22	https://www.greenshield.ca/en-ca/the-digital-clinic/virtual-care	./www.greenshield.ca/en-ca/the-digital-clinic/virtual-care.html	(from )
18:39:51	129/129	U-----	200	untouched ('OK')	text/plain	etag:%22a87370acc5e51f9a39069943ab6114b5-ssl%22	https://www.greenshield.ca/robots.txt		(from )
18:39:51	552/552	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Dec%202020%2015:04:03%20GMT	https://assets.greenshield.ca/greenshield/Icons/corporate-v2-svg-icons-50x50px/Heart_Plus_Blue_Green_50x50.svg	./assets.greenshield.ca/greenshield/Icons/corporate-v2-svg-icons-50x50px/Heart_Plus_Blue_Green_50x50.svg	(from https://www.greenshield.ca/green-door-project)
18:39:51	3347/3347	U-----	200	untouched ('')	image/png	etag:%222cb37988a80d772de067c507a01ea7de-ssl%22	https://www.greenshield.ca/favicon-48x48.png	./www.greenshield.ca/favicon-48x48.png	(from https://www.greenshield.ca/green-door-project)
18:39:51	4345/4345	U-----	200	untouched ('')	image/png	etag:%22eb116087655ca9ad1a109cbebe562c43-ssl%22	https://www.greenshield.ca/favicon-96x96.png	./www.greenshield.ca/favicon-96x96.png	(from https://www.greenshield.ca/green-door-project)
18:39:51	5989/5989	U-----	200	untouched ('')	image/png	etag:%229c0a9d17ca6eb981cbfc5f935a908b89-ssl%22	https://www.greenshield.ca/favicon-167x167.png	./www.greenshield.ca/favicon-167x167.png	(from https://www.greenshield.ca/green-door-project)
18:39:52	552/552	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202022%2017:03:55%20GMT	https://assets.greenshield.ca/greenshield/2022/design/corporate-website-icons/two-hearts-grey-20x20px.png	./assets.greenshield.ca/greenshield/2022/design/corporate-website-icons/two-hearts-grey-20x20px.png	(from https://www.greenshield.ca/green-door-project)
18:39:53	324/324	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202022%2017:03:57%20GMT	https://assets.greenshield.ca/greenshield/2022/design/corporate-website-icons/mask-grey-20x20px.png	./assets.greenshield.ca/greenshield/2022/design/corporate-website-icons/mask-grey-20x20px.png	(from https://www.greenshield.ca/green-door-project)
18:39:54	4416/4416	U-----	200	untouched ('')	image/png	etag:%22f7371eef814927412f9dd6d14700f4a5-ssl%22	https://www.greenshield.ca/favicon-192x192.png	./www.greenshield.ca/favicon-192x192.png	(from https://www.greenshield.ca/green-door-project)
18:39:54	4471/4471	U-----	200	untouched ('')	image/png	etag:%22525d512500efcdee9d8cfbb87ebed37f-ssl%22	https://www.greenshield.ca/favicon-180x180.png	./www.greenshield.ca/favicon-180x180.png	(from https://www.greenshield.ca/green-door-project)
18:39:54	7177/7177	U-----	200	untouched ('OK')	text/css	etag:%22da449a9ad9ccbef4aef7fbce13abb429-ssl-df%22	https://www.greenshield.ca/_next/static/css/c657bba884f827e8.css	./www.greenshield.ca/_next/static/css/c657bba884f827e8.css	(from https://www.greenshield.ca/green-door-project)
18:39:54	6742/6742	U-----	200	untouched ('OK')	text/css	etag:%226f54c60097937b8d01af41b42ba9a481-ssl-df%22	https://www.greenshield.ca/_next/static/css/3fb2be7bf84d142e.css	./www.greenshield.ca/_next/static/css/3fb2be7bf84d142e.css	(from https://www.greenshield.ca/green-door-project)
18:39:55	376/376	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202022%2017:03:55%20GMT	https://assets.greenshield.ca/greenshield/2022/design/corporate-website-icons/beacon-of-light-grey-20x20px.png	./assets.greenshield.ca/greenshield/2022/design/corporate-website-icons/beacon-of-light-grey-20x20px.png	(from https://www.greenshield.ca/green-door-project)
18:39:56	91434/91434	U-----	200	untouched ('')	application/javascript	etag:%22985a299bd8c14f418246a3b1713bc887-ssl-df%22	https://www.greenshield.ca/_next/static/chunks/polyfills-5cd94c89d3acac5f.js	./www.greenshield.ca/_next/static/chunks/polyfills-5cd94c89d3acac5f.js	(from https://www.greenshield.ca/green-door-project)
18:39:56	3276/3276	U-----	200	untouched ('')	application/javascript	etag:%228692f0178cd1916bc450640060b8573d-ssl-df%22	https://www.greenshield.ca/_next/static/chunks/webpack-ff205e6d19ef3db7.js	./www.greenshield.ca/_next/static/chunks/webpack-ff205e6d19ef3db7.js	(from https://www.greenshield.ca/green-door-project)
18:39:56	129979/129979	U-----	200	untouched ('')	application/javascript	etag:%22af3f2059afa1698882c96400fe2e154e-ssl-df%22	https://www.greenshield.ca/_next/static/chunks/framework-5f4595e5518b5600.js	./www.greenshield.ca/_next/static/chunks/framework-5f4595e5518b5600.js	(from https://www.greenshield.ca/green-door-project)
18:39:56	105605/105605	U-----	200	untouched ('')	application/javascript	etag:%22b1497f254b635ec968ca195d27ba8b2e-ssl-df%22	https://www.greenshield.ca/_next/static/chunks/main-d8f57631a5614766.js	./www.greenshield.ca/_next/static/chunks/main-d8f57631a5614766.js	(from https://www.greenshield.ca/green-door-project)
18:39:57	313/313	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202022%2017:03:58%20GMT	https://assets.greenshield.ca/greenshield/2022/design/corporate-website-icons/thumbs-up-grey-20x20px.png	./assets.greenshield.ca/greenshield/2022/design/corporate-website-icons/thumbs-up-grey-20x20px.png	(from https://www.greenshield.ca/green-door-project)
18:39:58	665/665	U-----	200	untouched ('')	application/javascript	etag:%221515faf8085ec8eb289a9dd00ea7a6bf-ssl%22	https://www.greenshield.ca/_next/static/chunks/7f0c75c1-c46b084edcd6d205.js	./www.greenshield.ca/_next/static/chunks/7f0c75c1-c46b084edcd6d205.js	(from https://www.greenshield.ca/green-door-project)
18:39:58	64856/64856	U-----	200	untouched ('')	application/javascript	etag:%22ae8b7be875d48be2f866140e83df86b0-ssl-df%22	https://www.greenshield.ca/_next/static/chunks/pages/_app-30759cfc839ec416.js	./www.greenshield.ca/_next/static/chunks/pages/_app-30759cfc839ec416.js	(from https://www.greenshield.ca/green-door-project)
18:39:58	529718/529718	U-----	200	untouched ('')	application/javascript	etag:%226d1caf93630427e15ca25a5616ac359a-ssl-df%22	https://www.greenshield.ca/_next/static/chunks/807-32444289c0a1271c.js	./www.greenshield.ca/_next/static/chunks/807-32444289c0a1271c.js	(from https://www.greenshield.ca/green-door-project)
18:39:58	292097/292097	U-----	200	untouched ('')	application/javascript	etag:%22bca2d57805ce989edfa4a342ed40e12a-ssl-df%22	https://www.greenshield.ca/_next/static/chunks/788-738e2b64cc30a513.js	./www.greenshield.ca/_next/static/chunks/788-738e2b64cc30a513.js	(from https://www.greenshield.ca/green-door-project)
18:40:29	92/92	U-----	200	untouched ('')	application/javascript	etag:%22d6ce26a61385859df69faa41915b43f8-ssl%22	https://www.greenshield.ca/_next/static/wFXyX-OdCTfwbd_VtsyP1/_middlewareManifest.js	./www.greenshield.ca/_next/static/wFXyX-OdCTfwbd_VtsyP1/_middlewareManifest.js	(from https://www.greenshield.ca/green-door-project)
18:40:29	278/278	U-----	200	untouched ('')	application/javascript	etag:%22bb4b09916efec94ff1da9bf3a90e3717-ssl%22	https://www.greenshield.ca/_next/static/chunks/pages/%5B...slug%5D-eaad2b78ca2ac700.js	./www.greenshield.ca/_next/static/chunks/pages/[...slug]-eaad2b78ca2ac700.js	(from https://www.greenshield.ca/green-door-project)
18:40:29	803/803	U-----	200	untouched ('')	application/javascript	etag:%224cb386a7f9f7150de6c50a46fb1f12b3-ssl%22	https://www.greenshield.ca/_next/static/wFXyX-OdCTfwbd_VtsyP1/_buildManifest.js	./www.greenshield.ca/_next/static/wFXyX-OdCTfwbd_VtsyP1/_buildManifest.js	(from https://www.greenshield.ca/green-door-project)
18:40:29	106/106	U-----	200	untouched ('')	application/javascript	etag:%2245d033841dc4717f75a490d9a0558479-ssl%22	https://www.greenshield.ca/_next/static/wFXyX-OdCTfwbd_VtsyP1/_ssgManifest.js	./www.greenshield.ca/_next/static/wFXyX-OdCTfwbd_VtsyP1/_ssgManifest.js	(from https://www.greenshield.ca/green-door-project)
18:40:30	1547/1547	U-----	200	untouched ('OK')	image/svg+xml	etag:%22c5ad6c5c7737ba7cf48023ef60586896-ssl-df%22	https://www.greenshield.ca/assets/icons/v3download.svg	./www.greenshield.ca/assets/icons/v3download.svg	(from https://www.greenshield.ca/green-door-project)
18:40:30	1134/1134	U-----	200	untouched ('OK')	image/svg+xml	etag:%22d077c430b40d744efd3800b45b7eaa21-ssl-df%22	https://www.greenshield.ca/assets/icons/v3linkOut.svg	./www.greenshield.ca/assets/icons/v3linkOut.svg	(from https://www.greenshield.ca/green-door-project)
18:40:30	243505/243505	U-----	200	untouched ('OK')	image/svg+xml	etag:%222e2d01a21873f01cc8d89494b9cd0ef4-ssl-df%22	https://www.greenshield.ca/_next/static/media/studentCentre.225290da.svg	./www.greenshield.ca/_next/static/media/studentCentre.225290da.svg	(from https://www.greenshield.ca/green-door-project)
18:40:30	340/340	U-----	200	untouched ('OK')	image/svg+xml	etag:%224c2a3cb79796620ddff530ab4934d975-ssl%22	https://www.greenshield.ca/_next/static/media/jelly-blue.53c834ce.svg	./www.greenshield.ca/_next/static/media/jelly-blue.53c834ce.svg	(from https://www.greenshield.ca/green-door-project)
18:40:30	333/333	U-----	200	untouched ('OK')	image/svg+xml	etag:%22798303c52040baeea56580dfcbc8cb57-ssl%22	https://www.greenshield.ca/_next/static/media/jelly-blue-medium.6f5d6e21.svg	./www.greenshield.ca/_next/static/media/jelly-blue-medium.6f5d6e21.svg	(from https://www.greenshield.ca/green-door-project)
18:40:30	327/327	U-----	200	untouched ('OK')	image/svg+xml	etag:%229dc37d5c732d908a594184c6d8575499-ssl%22	https://www.greenshield.ca/_next/static/media/jelly-blue-small.e580f09f.svg	./www.greenshield.ca/_next/static/media/jelly-blue-small.e580f09f.svg	(from https://www.greenshield.ca/green-door-project)
18:40:30	115/115	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Tue,%2005%20Mar%202024%2018:40:29%20GMT	https://www.greenshield.ca/en-ca/cares/'https://assets.greenshield.ca/greenshield/greenshield/cares/oral-health/gs-cares_aoh_web-hero_new.png'	./www.greenshield.ca/en-ca/cares/'https_/assets.greenshield.ca/greenshield/greenshield/cares/oral-health/gs-cares_aoh_web-hero_new.60.delayed	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:40:31	332/332	U-----	200	untouched ('OK')	image/svg+xml	etag:%22898cd75d4a1b6d8302d5636cb7779003-ssl%22	https://www.greenshield.ca/_next/static/media/jelly-green.d55191c5.svg	./www.greenshield.ca/_next/static/media/jelly-green.d55191c5.svg	(from https://www.greenshield.ca/green-door-project)
18:40:31	337/337	U-----	200	untouched ('OK')	image/svg+xml	etag:%229aa1607ccc764c9ccf9c6619b8e050f7-ssl%22	https://www.greenshield.ca/_next/static/media/jelly-green-medium.bd94fd88.svg	./www.greenshield.ca/_next/static/media/jelly-green-medium.bd94fd88.svg	(from https://www.greenshield.ca/green-door-project)
18:40:31	329/329	U-----	200	untouched ('OK')	image/svg+xml	etag:%22a15dba0164b6f8acaa020a6a69500156-ssl%22	https://www.greenshield.ca/_next/static/media/jelly-green-small.b2562c28.svg	./www.greenshield.ca/_next/static/media/jelly-green-small.b2562c28.svg	(from https://www.greenshield.ca/green-door-project)
18:40:31	291/291	---M--	301	error ('Moved%20Permanently')	text/plain	date:Tue,%2005%20Mar%202024%2018:40:31%20GMT	https://www.greenshield.ca/_next/image?url=https%3A%2F%2Fassets.greenshield.ca%2Fgreenshield%2Fgreenshield%2Fcares%2Foral-health%2Fgs-cares_aoh_mobile-hero_new.png&w=3840&q=75	./www.greenshield.ca/_next/image.635c62.delayed	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:40:32	49706/49706	U-----	200	untouched ('')	image/jpeg	date:Tue,%2008%20Feb%202022%2020:19:07%20GMT	https://assets.greenshield.ca/greenshield/z-legacy-site/NewItems/GSC-Logo-125x55px-300DPI-EN_20201215220029_0.jpg	./assets.greenshield.ca/greenshield/z-legacy-site/NewItems/GSC-Logo-125x55px-300DPI-EN_20201215220029_0.jpg	(from https://www.greenshield.ca/green-door-project)
18:40:32	921/921	U-----	200	untouched ('OK')	image/svg+xml	date:Thu,%2003%20Dec%202020%2015:04:01%20GMT	https://assets.greenshield.ca/greenshield/Icons/corporate-v2-svg-icons-50x50px/group-3-people.svg	./assets.greenshield.ca/greenshield/Icons/corporate-v2-svg-icons-50x50px/group-3-people.svg	(from https://www.greenshield.ca/green-door-project)
18:40:32	6/6	---M--	307	error ('Temporary%20Redirect')	text/plain	date:Tue,%2005%20Mar%202024%2018:40:32%20GMT	https://www.greenshield.ca/	./www.greenshield.ca/index.html	(from https://www.greenshield.ca/green-door-project)
18:40:33	359/359	U-----	200	untouched ('')	image/png	date:Tue,%2031%20May%202022%2017:03:55%20GMT	https://assets.greenshield.ca/greenshield/2022/design/corporate-website-icons/tooth-grey-20x20px.png	./assets.greenshield.ca/greenshield/2022/design/corporate-website-icons/tooth-grey-20x20px.png	(from https://www.greenshield.ca/green-door-project)
18:40:33	646/646	U-----	200	untouched ('OK')	image/svg+xml	date:Thu,%2003%20Dec%202020%2015:03:58%20GMT	https://assets.greenshield.ca/greenshield/Icons/corporate-v2-svg-icons-50x50px/chat-bubble-blue-50x50px.svg	./assets.greenshield.ca/greenshield/Icons/corporate-v2-svg-icons-50x50px/chat-bubble-blue-50x50px.svg	(from https://www.greenshield.ca/green-door-project)
18:40:33	162454/162454	U--MCZ	200	updated ('OK')	text/html	etag:%2227a96-3qU8fHL67WOlEytHHIhhfQAZJi4-df%22	https://www.greenshield.ca/en-ca/products-and-services/for-me-and-my-family/shop-for-coverage	./www.greenshield.ca/en-ca/products-and-services/for-me-and-my-family/shop-for-coverage.html	(from https://www.greenshield.ca/green-door-project)
18:40:34	153361/153361	U--MCZ	200	updated ('OK')	text/html	etag:%2225711-ynBHhkmh0h21e/h5nBrm2ArOP1E-df%22	https://www.greenshield.ca/en-ca/products-and-services/for-me-and-my-family/online-services	./www.greenshield.ca/en-ca/products-and-services/for-me-and-my-family/online-services.html	(from https://www.greenshield.ca/green-door-project)
18:40:34	176083/176083	U--MCZ	200	updated ('OK')	text/html	etag:%222afd3-kUR9iakUrFryTX8d90SvgHCPt6E-df%22	https://www.greenshield.ca/en-ca/resources/for-me-and-my-family/insurance-lingo-dictionary	./www.greenshield.ca/en-ca/resources/for-me-and-my-family/insurance-lingo-dictionary.html	(from https://www.greenshield.ca/green-door-project)
18:40:34	60772/60772	U--MC-	200	updated ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:40:34%20GMT	https://support.greenshield.ca/SupportCentre	./support.greenshield.ca/SupportCentre.html	(from https://www.greenshield.ca/green-door-project)
18:40:35	149773/149773	U--MCZ	200	updated ('OK')	text/html	etag:%222490d-MSB78cbO8KhG2bTHZcOpBz2nexA%22	https://www.greenshield.ca/en-ca/products-and-services/for-my-organization/a-darn-good-experience	./www.greenshield.ca/en-ca/products-and-services/for-my-organization/a-darn-good-experience.html	(from https://www.greenshield.ca/green-door-project)
18:40:35	1646169/1646169	U--MCZ	200	updated ('OK')	text/html	etag:%22191e59-lUZrveyEvOyEyVBYyozqWPbZUjE%22	https://www.greenshield.ca/en-ca/blog	./www.greenshield.ca/en-ca/blog.html	(from https://www.greenshield.ca/green-door-project)
18:40:35	142456/142456	U--MCZ	200	updated ('OK')	text/html	etag:%2222c78-9RB3OC6ObV10B5ByXQq5KBAJyUM%22	https://www.greenshield.ca/en-ca/resources/for-my-organization/faqs-for-plan-sponsors	./www.greenshield.ca/en-ca/resources/for-my-organization/faqs-for-plan-sponsors.html	(from https://www.greenshield.ca/green-door-project)
18:40:36	174136/174136	U--MCZ	200	updated ('OK')	text/html	etag:%222a838-lUEnKjyWA24+Dq8gJIXHo20zPso-df%22	https://www.greenshield.ca/en-ca/about/who-we-are	./www.greenshield.ca/en-ca/about/who-we-are.html	(from https://www.greenshield.ca/green-door-project)
18:40:36	234778/234778	U--MCZ	200	updated ('OK')	text/html	etag:%223951a-kIPpsq6Uu/RR4uFgkSOa7wd+cqo-df%22	https://www.greenshield.ca/en-ca/about/social-impact	./www.greenshield.ca/en-ca/about/social-impact.html	(from https://www.greenshield.ca/green-door-project)
18:40:36	177049/177049	U--MCZ	200	updated ('OK')	text/html	etag:%222b399-HEMQhUyivj0Fv52MSDEx7kCfM8o-df%22	https://www.greenshield.ca/en-ca/about/our-team	./www.greenshield.ca/en-ca/about/our-team.html	(from https://www.greenshield.ca/green-door-project)
18:40:37	171342/171342	U--MCZ	200	updated ('OK')	text/html	etag:%2229d4e-h0h+RRiTyat9YuhpSy7A4SKyFUs-df%22	https://www.greenshield.ca/en-ca/about/careers	./www.greenshield.ca/en-ca/about/careers.html	(from https://www.greenshield.ca/green-door-project)
18:40:37	158929/158929	U--MCZ	200	updated ('OK')	text/html	etag:%2226cd1-dBFP0k7PNb1tFhK1dx8r+U8VVK0-df%22	https://www.greenshield.ca/en-ca/about/contact-us	./www.greenshield.ca/en-ca/about/contact-us.html	(from https://www.greenshield.ca/green-door-project)
18:40:37	60772/60772	U--MC-	200	updated ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:40:37%20GMT	https://support.greenshield.ca/SupportCentre/GreenShield	./support.greenshield.ca/SupportCentre/GreenShield.html	(from https://www.greenshield.ca/green-door-project)
18:40:38	149467/149467	U--MCZ	200	updated ('OK')	text/html	etag:%22247db-+ca4oEu8WtLgnym+EzRTZpN6Gcs-df%22	https://www.greenshield.ca/en-ca/student-centre	./www.greenshield.ca/en-ca/student-centre.html	(from https://www.greenshield.ca/green-door-project)
18:40:38	250743/250743	U--MCZ	200	updated ('OK')	text/html	etag:%223d377-6cyu1IBvFuMHvYZeWa4ChnbjL60-df%22	https://www.greenshield.ca/en-ca/privacy-policy	./www.greenshield.ca/en-ca/privacy-policy.html	(from https://www.greenshield.ca/green-door-project)
18:40:38	134116/134116	U-----	200	untouched ('OK')	text/html	etag:%2220be4-vaCj0Te9uXL026Jy6p9/x2w58aU-df%22	https://www.greenshield.ca/en-ca/accessibility	./www.greenshield.ca/en-ca/accessibility.html	(from https://www.greenshield.ca/green-door-project)
18:40:39	151099/151099	U--MCZ	200	updated ('OK')	text/html	etag:%2224e3b-zxmWG1ve1FPwy4BikbqeZ7KmBio%22	https://www.greenshield.ca/en-ca/security	./www.greenshield.ca/en-ca/security.html	(from https://www.greenshield.ca/green-door-project)
18:40:39	176447/176447	U--MCZ	200	updated ('OK')	text/html	etag:%222b13f-CVcWjOg5f/b36ARlvj5cvHIT4RI-df%22	https://www.greenshield.ca/en-ca/legal	./www.greenshield.ca/en-ca/legal.html	(from https://www.greenshield.ca/green-door-project)
18:40:39	159112/159112	U--MCZ	200	updated ('OK')	text/html	etag:%2226d88-LoPWVOHgXGJsp0AhELCh3Uu6kGM%22	https://www.greenshield.ca/en-ca/sitemap	./www.greenshield.ca/en-ca/sitemap.html	(from https://www.greenshield.ca/green-door-project)
18:40:40	1134/1134	U-----	200	untouched ('OK')	image/svg+xml	etag:%22d077c430b40d744efd3800b45b7eaa21-ssl-df%22	https://www.greenshield.ca/_next/static/media/newWindow.e7f93360.svg	./www.greenshield.ca/_next/static/media/newWindow.e7f93360.svg	(from https://www.greenshield.ca/en-ca/cares/oral-health)
