date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:17:43	129979/129979	---M-Z	200	added ('OK')	application/javascript	etag:%22af3f2059afa1698882c96400fe2e154e-ssl-df%22	https://www.greenshield.ca/_next/static/chunks/framework-5f4595e5518b5600.js	./www.greenshield.ca/_next/static/chunks/framework-5f4595e5518b5600.js	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:44	105605/105605	---M-Z	200	added ('OK')	application/javascript	etag:%22b1497f254b635ec968ca195d27ba8b2e-ssl-df%22	https://www.greenshield.ca/_next/static/chunks/main-d8f57631a5614766.js	./www.greenshield.ca/_next/static/chunks/main-d8f57631a5614766.js	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:45	64856/64856	---M-Z	200	added ('OK')	application/javascript	etag:%22ae8b7be875d48be2f866140e83df86b0-ssl-df%22	https://www.greenshield.ca/_next/static/chunks/pages/_app-30759cfc839ec416.js	./www.greenshield.ca/_next/static/chunks/pages/_app-30759cfc839ec416.js	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:46	665/665	---M--	200	added ('OK')	application/javascript	etag:%221515faf8085ec8eb289a9dd00ea7a6bf-ssl%22	https://www.greenshield.ca/_next/static/chunks/7f0c75c1-c46b084edcd6d205.js	./www.greenshield.ca/_next/static/chunks/7f0c75c1-c46b084edcd6d205.js	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:48	529718/529718	---M-Z	200	added ('OK')	application/javascript	etag:%226d1caf93630427e15ca25a5616ac359a-ssl-df%22	https://www.greenshield.ca/_next/static/chunks/807-32444289c0a1271c.js	./www.greenshield.ca/_next/static/chunks/807-32444289c0a1271c.js	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:49	292097/292097	---M-Z	200	added ('OK')	application/javascript	etag:%22bca2d57805ce989edfa4a342ed40e12a-ssl-df%22	https://www.greenshield.ca/_next/static/chunks/788-738e2b64cc30a513.js	./www.greenshield.ca/_next/static/chunks/788-738e2b64cc30a513.js	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:49	278/278	---M--	200	added ('OK')	application/javascript	etag:%22bb4b09916efec94ff1da9bf3a90e3717-ssl%22	https://www.greenshield.ca/_next/static/chunks/pages/%5B...slug%5D-eaad2b78ca2ac700.js	./www.greenshield.ca/_next/static/chunks/pages/[...slug]-eaad2b78ca2ac700.js	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:50	803/803	---M--	200	added ('OK')	application/javascript	etag:%224cb386a7f9f7150de6c50a46fb1f12b3-ssl%22	https://www.greenshield.ca/_next/static/wFXyX-OdCTfwbd_VtsyP1/_buildManifest.js	./www.greenshield.ca/_next/static/wFXyX-OdCTfwbd_VtsyP1/_buildManifest.js	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:51	106/106	---M--	200	added ('OK')	application/javascript	etag:%2245d033841dc4717f75a490d9a0558479-ssl%22	https://www.greenshield.ca/_next/static/wFXyX-OdCTfwbd_VtsyP1/_ssgManifest.js	./www.greenshield.ca/_next/static/wFXyX-OdCTfwbd_VtsyP1/_ssgManifest.js	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:52	92/92	---M--	200	added ('OK')	application/javascript	etag:%22d6ce26a61385859df69faa41915b43f8-ssl%22	https://www.greenshield.ca/_next/static/wFXyX-OdCTfwbd_VtsyP1/_middlewareManifest.js	./www.greenshield.ca/_next/static/wFXyX-OdCTfwbd_VtsyP1/_middlewareManifest.js	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:53	1547/1547	---M-Z	200	added ('OK')	image/svg+xml	etag:%22c5ad6c5c7737ba7cf48023ef60586896-ssl-df%22	https://www.greenshield.ca/assets/icons/v3download.svg	./www.greenshield.ca/assets/icons/v3download.svg	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:54	1134/1134	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d077c430b40d744efd3800b45b7eaa21-ssl-df%22	https://www.greenshield.ca/assets/icons/v3linkOut.svg	./www.greenshield.ca/assets/icons/v3linkOut.svg	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:56	49706/49706	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Feb%202022%2020:19:07%20GMT	https://assets.greenshield.ca/greenshield/z-legacy-site/NewItems/GSC-Logo-125x55px-300DPI-EN_20201215220029_0.jpg	./assets.greenshield.ca/greenshield/z-legacy-site/NewItems/GSC-Logo-125x55px-300DPI-EN_20201215220029_0.jpg	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:56	6/6	---M--	307	error ('Temporary%20Redirect')	text/plain	date:Tue,%2005%20Mar%202024%2018:17:55%20GMT	https://www.greenshield.ca/	./www.greenshield.ca/index.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:57	162454/162454	---MCZ	200	added ('OK')	text/html	etag:%2227a96-ReT2NnieJ9qAnHwCPuFYIkQmYlo-df%22	https://www.greenshield.ca/en-ca/products-and-services/for-me-and-my-family/shop-for-coverage	./www.greenshield.ca/en-ca/products-and-services/for-me-and-my-family/shop-for-coverage.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:58	153361/153361	---MCZ	200	added ('OK')	text/html	etag:%2225711-Xq+Z4midHLaNBcYE79REv3PMUJQ-df%22	https://www.greenshield.ca/en-ca/products-and-services/for-me-and-my-family/online-services	./www.greenshield.ca/en-ca/products-and-services/for-me-and-my-family/online-services.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:17:59	176083/176083	---MCZ	200	added ('OK')	text/html	etag:%222afd3-Rr3CO9ij44VJAMkDlQCO5RuOLoI-df%22	https://www.greenshield.ca/en-ca/resources/for-me-and-my-family/insurance-lingo-dictionary	./www.greenshield.ca/en-ca/resources/for-me-and-my-family/insurance-lingo-dictionary.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:00	57159/57159	---MC-	200	added ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:17:59%20GMT	https://support.greenshield.ca/SupportCentre	./support.greenshield.ca/SupportCentre.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:01	149773/149773	---MCZ	200	added ('OK')	text/html	etag:%222490d-3HLnYIdOLh41TCRe+RcN6dq76Lg-df%22	https://www.greenshield.ca/en-ca/products-and-services/for-my-organization/a-darn-good-experience	./www.greenshield.ca/en-ca/products-and-services/for-my-organization/a-darn-good-experience.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:02	1646169/1646169	---MCZ	200	added ('OK')	text/html	etag:%22191e59-LlCyvP0B8c4tV1lzS5TTU2G12Z0-df%22	https://www.greenshield.ca/en-ca/blog	./www.greenshield.ca/en-ca/blog.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:03	142456/142456	---MCZ	200	added ('OK')	text/html	etag:%2222c78-iNOdWLCT0yrTXnCHbnhD2t2cPGM-df%22	https://www.greenshield.ca/en-ca/resources/for-my-organization/faqs-for-plan-sponsors	./www.greenshield.ca/en-ca/resources/for-my-organization/faqs-for-plan-sponsors.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:04	174136/174136	---MCZ	200	added ('OK')	text/html	etag:%222a838-ZXcM0bEVq4BS97/v2wnYM42bYTc-df%22	https://www.greenshield.ca/en-ca/about/who-we-are	./www.greenshield.ca/en-ca/about/who-we-are.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:05	234778/234778	---MCZ	200	added ('OK')	text/html	etag:%223951a-AYWEOAXEpNtqV7gkxkJgK9Bj0Mw-df%22	https://www.greenshield.ca/en-ca/about/social-impact	./www.greenshield.ca/en-ca/about/social-impact.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:06	177049/177049	---MCZ	200	added ('OK')	text/html	etag:%222b399-p0wTtTVrEbkjLhJauCZqYRgp61s-df%22	https://www.greenshield.ca/en-ca/about/our-team	./www.greenshield.ca/en-ca/about/our-team.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:07	171342/171342	---MCZ	200	added ('OK')	text/html	etag:%2229d4e-xWrjc8u6PTn1OwyVBOlZN/Zg/HU-df%22	https://www.greenshield.ca/en-ca/about/careers	./www.greenshield.ca/en-ca/about/careers.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:08	158929/158929	---MCZ	200	added ('OK')	text/html	etag:%2226cd1-2XPmGPs3WIT/s0EfSXqmP4CrzY4-df%22	https://www.greenshield.ca/en-ca/about/contact-us	./www.greenshield.ca/en-ca/about/contact-us.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:09	57159/57159	---MC-	200	added ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:18:08%20GMT	https://support.greenshield.ca/SupportCentre/GreenShield	./support.greenshield.ca/SupportCentre/GreenShield.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:10	149467/149467	---MCZ	200	added ('OK')	text/html	etag:%22247db-1e7/Gz2QxnGhGhA1wr8xMQ3uN24-df%22	https://www.greenshield.ca/en-ca/student-centre	./www.greenshield.ca/en-ca/student-centre.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:11	250743/250743	---MCZ	200	added ('OK')	text/html	etag:%223d377-c9BMDqj6XuTz28EqqirFU+yr+3E-df%22	https://www.greenshield.ca/en-ca/privacy-policy	./www.greenshield.ca/en-ca/privacy-policy.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:12	134116/134116	---MCZ	200	added ('OK')	text/html	etag:%2220be4-vaCj0Te9uXL026Jy6p9/x2w58aU-df%22	https://www.greenshield.ca/en-ca/accessibility	./www.greenshield.ca/en-ca/accessibility.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:13	151099/151099	---MCZ	200	added ('OK')	text/html	etag:%2224e3b-yq9VnClx9ptbvyrVuJUJtd1xJD0-df%22	https://www.greenshield.ca/en-ca/security	./www.greenshield.ca/en-ca/security.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:14	176447/176447	---MCZ	200	added ('OK')	text/html	etag:%222b13f-2t1cScAk6txHEOkppaRgQJBiAjE-df%22	https://www.greenshield.ca/en-ca/legal	./www.greenshield.ca/en-ca/legal.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:15	159112/159112	---MCZ	200	added ('OK')	text/html	etag:%2226d88-59Ai2QtT0duR2w+06XC/af4qUx0-df%22	https://www.greenshield.ca/en-ca/sitemap	./www.greenshield.ca/en-ca/sitemap.html	(from https://www.greenshield.ca/en-ca/about-prepped)
18:18:15	1134/1134	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d077c430b40d744efd3800b45b7eaa21-ssl-df%22	https://www.greenshield.ca/_next/static/media/newWindow.e7f93360.svg	./www.greenshield.ca/_next/static/media/newWindow.e7f93360.svg	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:17	224980/224980	---MCZ	200	added ('OK')	text/html	etag:%2236ed4-au5YFBB9fzdL2ONW3L3mZ1mxjrU-df%22	https://www.greenshield.ca/en-ca/home	./www.greenshield.ca/en-ca/home.html	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:17	5411/5411	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Mar%202023%2018:54:30%20GMT	https://assets.greenshield.ca/greenshield/greenshield/logos/svgs/greenshield-brands/greenshieldLogoWide_20230227181521_0.svg	./assets.greenshield.ca/greenshield/greenshield/logos/svgs/greenshield-brands/greenshieldLogoWide_20230227181521_0.svg	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:19	172211/172211	---MCZ	200	added ('OK')	text/html	etag:%222a0b3-zIk1WKeB9nxXvW+bAuerYQfiges-df%22	https://www.greenshield.ca/en-ca/insurance	./www.greenshield.ca/en-ca/insurance.html	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:20	175968/175968	---MCZ	200	added ('OK')	text/html	etag:%222af60-n/2ztwxrEIQ3LCYbg+eplu1aWbY%22	https://www.greenshield.ca/en-ca/administration	./www.greenshield.ca/en-ca/administration.html	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:21	194845/194845	---MCZ	200	added ('OK')	text/html	etag:%222f91d-L/7hU7MJk9/sy0QrkSgVJabQVlY-df%22	https://www.greenshield.ca/en-ca/health	./www.greenshield.ca/en-ca/health.html	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:22	180031/180031	---MCZ	200	added ('OK')	text/html	etag:%222bf3f-52msEkgP2B9oOLmRYO2/7XlVR2U-df%22	https://www.greenshield.ca/en-ca/cares	./www.greenshield.ca/en-ca/cares.html	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:23	207760/207760	---MCZ	200	added ('OK')	text/html	etag:%2232b90-M10GD8XrQfNhV0yBu3eJP6qbrUA-df%22	https://www.greenshield.ca/en-ca/cares/womens-mental-health	./www.greenshield.ca/en-ca/cares/womens-mental-health.html	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:25	190699/190699	---MCZ	200	added ('OK')	text/html	etag:%222e8eb-HTmwAdo4sqf9IRsC90bD51ajAQ0-df%22	https://www.greenshield.ca/en-ca/cares/essential-medicines	./www.greenshield.ca/en-ca/cares/essential-medicines.html	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:25	178496/178496	---MCZ	200	added ('OK')	text/html	etag:%222b940-5Gaz/GtxS15ztW23YYGas6g4Xyw%22	https://www.greenshield.ca/fr-ca/communautaire/sante-buccodentaire	./www.greenshield.ca/fr-ca/communautaire/sante-buccodentaire.html	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:25	28628/28628	---M--	200	added ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:18:24%20GMT	https://onlineservices.greenshield.ca/OnlineServices/AccessMgmt/Public/SignOn.aspx?type=client&lang=en-CA	./onlineservices.greenshield.ca/OnlineServices/AccessMgmt/Public/SignOn37ad.html	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:26	6/6	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Tue,%2005%20Mar%202024%2018:18:24%20GMT	https://www.greenshield.ca/en-ca/	./www.greenshield.ca/en-ca/index.html	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:26	115/115	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Tue,%2005%20Mar%202024%2018:18:26%20GMT	https://www.greenshield.ca/en-ca/cares/'https://assets.greenshield.ca/greenshield/greenshield/cares/oral-health/gs-cares_aoh_web-hero_new.png'	./www.greenshield.ca/en-ca/cares/'https_/assets.greenshield.ca/greenshield/greenshield/cares/oral-health/gs-cares_aoh_web-hero_new.50.delayed	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:28	129027/129027	---MCZ	200	added ('OK')	text/html	etag:%221f803-osEUhWfkY4+dvH4TH8gXVOZfDYk%22	https://www.greenshield.ca/en-ca/cares/'https:/assets.greenshield.ca/greenshield/greenshield/cares/oral-health/gs-cares_aoh_web-hero_new.png'	./www.greenshield.ca/en-ca/cares/'https_/assets.greenshield.ca/greenshield/greenshield/cares/oral-health/gs-cares_aoh_web-hero_new.html	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:28	8085/8085	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2027%20Sep%202023%2015:18:25%20GMT	https://assets.greenshield.ca/greenshield/greenshield/logos/svgs/greenshield-brands/greenshield_stacked_care_about-oral-health_pink_rgb.svg	./assets.greenshield.ca/greenshield/greenshield/logos/svgs/greenshield-brands/greenshield_stacked_care_about-oral-health_pink_rgb.svg	(from https://www.greenshield.ca/en-ca/cares/oral-health)
18:18:29	291/291	---MC-	301	error ('Moved%20Permanently')	text/plain	date:Tue,%2005%20Mar%202024%2018:18:29%20GMT	https://www.greenshield.ca/_next/image?url=https%3A%2F%2Fassets.greenshield.ca%2Fgreenshield%2Fgreenshield%2Fcares%2Foral-health%2Fgs-cares_aoh_mobile-hero_new.png&w=3840&q=75	./www.greenshield.ca/_next/image.535c62.delayed	(from https://www.greenshield.ca/en-ca/cares/oral-health)
